trial_type	game	level	stim_file	onset	sample	offset	duration	key	question	value
gym-retro_game	SuperMarioBros-Nes	Level1-2	/home/himanshu/Desktop/IBC/cognitive_protocols/mario/output/sourcedata/sub-99/ses-99/sub-99_ses-99_20230322-150005_SuperMarioBros-Nes_Level1-2_001.bk2	0.017920970916748047	283067.643782311	60.01031804084778	59.99239706993103			
keypress				0.7499420642852783	283068.392626701	0.7667160034179688	0.01677393913269043	t		
keypress				0.9023311138153076	283068.709091085	1.0831809043884277	0.18084979057312012	r		
keypress				1.452820062637329	283069.142244575	1.5023460388183594	0.04952597618103027	b		
keypress				1.4501430988311768	283069.159082072	1.5331721305847168	0.08302903175354004	n		
keypress				1.8665709495544434	283069.84232711	2.2164149284362793	0.34984397888183594	b		
keypress				2.3997061252593994	283070.292126794	2.6662139892578125	0.2665078639984131	b		
keypress				2.8666040897369385	283070.725503164	3.099592924118042	0.23298883438110352	b		
keypress				3.6664059162139893	283071.608967856	3.9830570220947266	0.3166511058807373	semicolon		
keypress				4.099848985671997	283071.97541977	4.349509954452515	0.24966096878051758	b		
keypress				4.566149950027466	283072.925296223	5.299397945404053	0.7332479953765869	semicolon		
keypress				6.356296062469482	283074.241756891	6.6040050983428955	0.24770903587341309	b		
keypress				3.183129072189331	283074.69161238	7.051896095275879	3.868767023086548	r		
keypress				8.049156904220581	283075.841453573	8.203916072845459	0.15475916862487793	b		
keypress				8.54896092414856	283076.374810534	8.748903036117554	0.19994211196899414	b		
keypress				9.082231998443604	283076.841302222	9.215398073196411	0.13316607475280762	b		
keypress				9.349020004272461	283077.241400324	9.603907108306885	0.25488710403442383	b		
keypress				10.148972034454346	283078.558107158	10.932209014892578	0.7832369804382324	r		
keypress				11.382086038589478	283079.074516368	11.448607921600342	0.06652188301086426	r		
keypress				14.134072065353394	283082.107435007	14.481526136398315	0.3474540710449219	b		
keypress				16.098110914230347	283084.723902494	17.09800410270691	0.9998931884765625	y		
keypress				14.915132999420166	283084.940212811	17.300161123275757	2.385028123855591	r		
keypress				18.214349031448364	283086.140353505	18.51445508003235	0.3001060485839844	b		
keypress				17.914608001708984	283086.223523117	18.59762406349182	0.6830160617828369	r		
keypress				18.9339280128479	283086.890107371	19.264195919036865	0.33026790618896484	b		
keypress				18.881142139434814	283086.97346032	19.34756112098694	0.466418981552124	r		
keypress				20.230988025665283	283088.273333623	20.64743399620056	0.4164459705352783	b		
keypress				19.664308071136475	283088.356978785	20.731077909469604	1.0667698383331299	r		
keypress				20.880768060684204	283088.873374957	21.24747395515442	0.36670589447021484	r		
keypress				23.38052010536194	283091.089601717	23.463702917099	0.08318281173706055	b		
keypress				21.733164072036743	283091.106137467	23.480020999908447	1.746856927871704	r		
keypress				23.94950008392334	283091.722915782	24.097007989883423	0.147507905960083	r		
keypress				24.014244079589844	283091.739595252	24.113687992095947	0.09944391250610352	b		
keypress				25.949142932891846	283095.655660948	28.02975296974182	2.0806100368499756	r		
keypress				32.146055936813354	283099.988450728	32.34900212287903	0.20294618606567383	b		
keypress				28.22990393638611	283100.071888835	32.44599199295044	4.216088056564331	r		
keypress				32.94596600532532	283101.155042823	33.52914309501648	0.5831770896911621	b		
keypress				33.87920594215393	283102.371439067	34.731975078582764	0.852769136428833	b		
keypress				35.079025983810425	283103.104917967	35.47899103164673	0.3999650478363037	b		
keypress				33.66254901885986	283103.77128409	36.14538598060608	2.482836961746216	r		
keypress				36.97852611541748	283104.937608502	37.311697006225586	0.33317089080810547	l		
keypress				37.4786810874939	283105.204421285	37.56407594680786	0.08539485931396484	r		
keypress				38.028435945510864	283106.037490527	38.397469997406006	0.3690340518951416	b		
keypress				38.66186809539795	283106.638224075	39.01229810714722	0.3504300117492676	b		
keypress				39.2616400718689	283107.254082456	39.62814402580261	0.3665039539337158	b		
keypress				39.86171507835388	283107.854064769	40.2139310836792	0.3522160053253174	b		
keypress				40.430603981018066	283108.437295714	40.79705595970154	0.3664519786834717	b		
keypress				41.01238799095154	283109.087342325	41.46143412590027	0.44904613494873047	b		
keypress				41.57816290855408	283109.637965318	42.01205897331238	0.4338960647583008	b		
keypress				42.29447293281555	283110.287024196	42.66111707687378	0.36664414405822754	b		
keypress				43.244439125061035	283111.337091463	43.71119213104248	0.4667530059814453	b		
keypress				42.99717402458191	283111.936988195	44.31108999252319	1.3139159679412842	r		
keypress				45.07748103141785	283112.836524838	45.19662094116211	0.1191399097442627	r		
keypress				45.51101207733154	283113.403394379	45.777486085891724	0.26647400856018066	r		
keypress				46.97760009765625	283114.869759502	47.243834018707275	0.2662339210510254	b		
keypress				48.160629987716675	283116.569411593	48.943511962890625	0.7828819751739502	t		
keypress				49.0768620967865	283117.936148265	50.310250997543335	1.233388900756836	y		
keypress				50.37678813934326	283118.202826682	50.57692003250122	0.20013189315795898	b		
keypress				47.67737102508545	283118.302500208	50.67659306526184	2.9992220401763916	r		
keypress				51.04652500152588	283118.802720698	51.17682099342346	0.130295991897583	r		
keypress				51.66007995605469	283119.919222016	52.293314933776855	0.633234977722168	b		
keypress				51.77675795555115	283120.485611986	52.859713077545166	1.0829551219940186	r		
keypress				52.94346904754639	283120.802405923	53.17647695541382	0.23300790786743164	a		
keypress				52.910008907318115	283121.702146076	54.06191897392273	1.1519100666046143	l		
keypress				54.04567909240723	283123.718512462	56.09261393547058	2.0469348430633545	r		
keypress				55.90938210487366	283123.752235501	56.12626099586487	0.21687889099121094	b		
keypress				56.62822508811951	283124.66855561	57.02868700027466	0.40046191215515137	r		
keypress				57.159302949905396	283124.968587608	57.34267711639404	0.18337416648864746	l		
keypress				57.575953006744385	283125.351540968	57.72561502456665	0.14966201782226562	l		
keypress				57.759467124938965	283125.851834857	58.22593593597412	0.46646881103515625	r		
keypress				58.19267797470093	283125.935083369	58.30918502807617	0.11650705337524414	b		
keypress				58.95921301841736	283126.901551747	59.261560916900635	0.30234789848327637	b		
keypress				59.294543981552124	283127.218286541	59.59237599372864	0.29783201217651367	l		
keypress				58.75936198234558	283127.251608169	59.62569808959961	0.8663361072540283	r		
keypress				59.82814598083496	283128.041827819	60.41587710380554	0.587731122970581	b		
keypress				59.859241008758545	283128.041831371	60.415935039520264	0.5566940307617188	r		
questionnaire-value-change	SuperMarioBros-Nes	Level1-2	/home/himanshu/Desktop/IBC/cognitive_protocols/mario/output/sourcedata/sub-99/ses-99/sub-99_ses-99_20230322-150005_SuperMarioBros-Nes_Level1-2_001.bk2	60.525646924972534	283128.15150698				0.0	3.0
keypress				61.71719408035278	283129.41538043	61.78945994377136	0.0722658634185791	s		
keypress				61.71707892417908	283129.457327323	61.83140993118286	0.11433100700378418	x		
questionnaire-answer	SuperMarioBros-Nes	Level1-2	/home/himanshu/Desktop/IBC/cognitive_protocols/mario/output/sourcedata/sub-99/ses-99/sub-99_ses-99_20230322-150005_SuperMarioBros-Nes_Level1-2_001.bk2	62.92769813537598	283130.553558334				0.0	3.0
questionnaire-answer	SuperMarioBros-Nes	Level1-2	/home/himanshu/Desktop/IBC/cognitive_protocols/mario/output/sourcedata/sub-99/ses-99/sub-99_ses-99_20230322-150005_SuperMarioBros-Nes_Level1-2_001.bk2	62.9277069568634	283130.553564656				1.0	3.0
questionnaire-answer	SuperMarioBros-Nes	Level1-2	/home/himanshu/Desktop/IBC/cognitive_protocols/mario/output/sourcedata/sub-99/ses-99/sub-99_ses-99_20230322-150005_SuperMarioBros-Nes_Level1-2_001.bk2	62.92771100997925	283130.553569143				2.0	3.0
questionnaire-answer	SuperMarioBros-Nes	Level1-2	/home/himanshu/Desktop/IBC/cognitive_protocols/mario/output/sourcedata/sub-99/ses-99/sub-99_ses-99_20230322-150005_SuperMarioBros-Nes_Level1-2_001.bk2	62.92771506309509	283130.553573409				3.0	3.0
questionnaire-answer	SuperMarioBros-Nes	Level1-2	/home/himanshu/Desktop/IBC/cognitive_protocols/mario/output/sourcedata/sub-99/ses-99/sub-99_ses-99_20230322-150005_SuperMarioBros-Nes_Level1-2_001.bk2	62.927720069885254	283130.553577797				4.0	3.0
questionnaire-answer	SuperMarioBros-Nes	Level1-2	/home/himanshu/Desktop/IBC/cognitive_protocols/mario/output/sourcedata/sub-99/ses-99/sub-99_ses-99_20230322-150005_SuperMarioBros-Nes_Level1-2_001.bk2	62.9277241230011	283130.55358197				5.0	3.0
questionnaire-answer	SuperMarioBros-Nes	Level1-2	/home/himanshu/Desktop/IBC/cognitive_protocols/mario/output/sourcedata/sub-99/ses-99/sub-99_ses-99_20230322-150005_SuperMarioBros-Nes_Level1-2_001.bk2	62.927727937698364	283130.553586285				6.0	3.0
questionnaire-answer	SuperMarioBros-Nes	Level1-2	/home/himanshu/Desktop/IBC/cognitive_protocols/mario/output/sourcedata/sub-99/ses-99/sub-99_ses-99_20230322-150005_SuperMarioBros-Nes_Level1-2_001.bk2	62.927732944488525	283130.553590576				7.0	3.0
questionnaire-answer	SuperMarioBros-Nes	Level1-2	/home/himanshu/Desktop/IBC/cognitive_protocols/mario/output/sourcedata/sub-99/ses-99/sub-99_ses-99_20230322-150005_SuperMarioBros-Nes_Level1-2_001.bk2	62.92773699760437	283130.553595122				8.0	3.0
questionnaire-answer	SuperMarioBros-Nes	Level1-2	/home/himanshu/Desktop/IBC/cognitive_protocols/mario/output/sourcedata/sub-99/ses-99/sub-99_ses-99_20230322-150005_SuperMarioBros-Nes_Level1-2_001.bk2	62.92774200439453	283130.553599431				9.0	3.0
